id,fake
CNJ03-79-1,0.0971700319171923
CNJ03-79-2,1.22616977494805
CNJ03-79-3,-0.521996749897823
CNJ03-79-4,-0.807785847218051
CNJ03-79-5,0.11419347030035
CNJ03-79-6,1.22606867265635
CNJ03-79-7,-1.79268326424915
CNJ03-79-8,-0.390913420890895
CNJ03-79-9,0.91415277949675
CNJ03-79-10,0.0705087705811858
CNJ03-79-11,0.384926563496628
CNJ03-79-12,1.20419407966095
CNJ03-79-13,-0.0649258430768453
CNJ03-79-14,0.440203090478198
CNJ03-79-15,0.739203939863131
CNJ03-79-16,-1.24092112235127
CNJ03-79-17,-0.564148994835396
CNJ03-79-18,-0.136018550593174
CNJ03-79-19,0.255059944439562
CNJ03-79-20,-0.537877371858035
CNJ03-79-21,0.160828738564541
CNJ03-79-22,-0.815426184776369
CNJ03-79-23,-0.889315608003271
CNJ03-79-26,-1.81549489652585
CNJ03-79-27,1.92845562857868
CNJ03-79-29,1.13454437882075
CNJ03-79-30,1.59467943977423
CNJ03-79-31,1.0677298540402
CNJ03-79-32,-1.8061660848304
CNJ03-79-33,-0.262885226436809
CNJ03-79-34,1.53044474753634
CNJ03-79-35,-1.0984319674405
CNJ03-79-36,-1.9594337199012
CNJ03-79-37,0.358924523249382
CNJ03-79-38,0.0415565074395421
CNJ03-79-39,-2.19555979340441
CNJ03-79-40,1.21288015717441
CNJ03-79-41,0.428998545406406
CNJ03-79-42,0.328024946035422
CNJ03-79-43,0.953986531123713
