id,fake
CNJ03-79-1,2.15961589787032
CNJ03-79-2,0.0280246420711545
CNJ03-79-3,-1.22743093918952
CNJ03-79-4,0.719996242359413
CNJ03-79-5,0.0211389789162245
CNJ03-79-6,-1.25479006141496
CNJ03-79-7,0.218627845639807
CNJ03-79-8,-1.47497993326602
CNJ03-79-9,0.316102867631144
CNJ03-79-10,-1.63095029198384
CNJ03-79-11,-1.3011910045051
CNJ03-79-12,0.850746579549952
CNJ03-79-13,-0.0363270070337611
CNJ03-79-14,0.819480951525539
CNJ03-79-15,1.07775110345924
CNJ03-79-16,1.28745106398848
CNJ03-79-17,-0.0384422957338019
CNJ03-79-18,-0.404728179249811
CNJ03-79-19,1.04724900918535
CNJ03-79-20,0.0474986385984763
CNJ03-79-21,-1.48373690616355
CNJ03-79-22,-0.689947948159576
CNJ03-79-23,-1.09482506477398
CNJ03-79-26,-0.663067093579227
CNJ03-79-27,-0.260853383602095
CNJ03-79-29,0.515899395785032
CNJ03-79-30,0.903294939764361
CNJ03-79-31,0.455174640445392
CNJ03-79-32,0.930997193387509
CNJ03-79-33,0.578883008373293
CNJ03-79-34,-0.713470021668082
CNJ03-79-35,-1.21739232769335
CNJ03-79-36,-1.64307967581725
CNJ03-79-37,-0.0642844796155212
CNJ03-79-38,0.251955890705932
CNJ03-79-39,0.0467192498707317
CNJ03-79-40,-0.336815275335167
CNJ03-79-41,-1.52137705736779
CNJ03-79-42,-0.963596337476434
CNJ03-79-43,-0.0449269788046572
